address,city,country,crawl_date,hotel_brand,hotel_description,hotel_facilities,hotel_star_rating,image_count,latitude,locality,longitude,pageurl,property_id,property_name,property_type,province,qts,room_count,room_type,similar_hotel,site_review_count,site_review_rating,site_stay_review_rating,sitename,special_tag,state,uniq_id,zone
"Upper Cart Road, Next to Birla's House, Mangal Dara, 734301 Kalimpong, India – Great location -",kalimpong,India,2016-09-01,"","Set in Kalimpong, this apartment features a terrace with mountain views. The unit is 20 km from Darjeeling. Free WiFi is provided throughout the property and free private parking is available on site. Towels and bed linen are offered at The Gaff in Kalimpong-Deluxe. Other facilities at The Gaff in Kalimpong-Deluxe include a terrace. Bike hire and car hire are available at the property and the area is popular for fishing. Bagdogra Airport is 44 km from the property.","Parking:Free!
Free private parking is possible on site (reservation is not needed).•Internet:Free!
WiFi is available in all areas and is free of charge.•Kitchen:Dining table|Cleaning products|Stovetop|Oven|Refrigerator•Bedroom:Wardrobe/Closet•Bathroom:Towels|Free toiletries|Toilet paper|Linen|Shared Toilet|Bathroom|Toilet|Shared Bathroom•Living Area:Dining area|Seating Area•Media & Technology:Satellite Channels|TV•Room Amenities:Private entrance|Interconnected room(s) available•Pets:Pets are not allowed.•Accessibility:Upper floors accessible by stairs only•Outdoors:Balcony|Terrace•Food & Drink:Grocery deliveries|Breakfast in the room•Activities:Hiking|Fishing•Building characteristics:Private flat in building•Transport:Airport shuttle (surcharge)|Shuttle service (surcharge)|Car hire|Bicycle rental•Outdoor & View:City view|Mountain view|View•Entertainment and family services:Baby safety gates•Miscellaneous:Family rooms•Languages spoken:","","",27.059790412544462,"",88.45860958099365,http://www.booking.com/hotel/in/the-gaff-in-kalimpong-deluxe.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=16&checkin_year_month=2016-12&checkout_monthday=17&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,1735523,The Gaff in Kalimpong-Deluxe,201,"",2016-09-01 11:52:38 +0000,20,Deluxe Apartment,Shikher Guest House|Yuru Retreat Delo,51,9,"",http://www.booking.com/,Share,West Bengal,7d3b623c62754e7c331c3ad815d28fd1,""
"TC 68/1883-1 Koprapura Road, Pachalloor Bye Pass, 695027 Tiruvallam, India – Show map",tiruvallam,India,2016-09-01,"","Featuring free WiFi throughout the property, Oceana Homestay offers pet-friendly accommodation in Tiruvallam, 8 km from Trivandrum. Free private parking is available on site. All rooms have a TV. A terrace or balcony are featured in certain rooms. The rooms are fitted with a private bathroom fitted with a bath. You will find a 24-hour front desk at the property. Varkala is 44 km from Oceana Homestay, while Kovalam is 3.5 km away. Thiruvananthapuram International Airport is 8 km from the property.","Bathroom:Toilet paper|Towels|Bath or Shower|Bathroom|Toilet|Bath|Shower•Bedroom:Wardrobe/Closet•View:Pool view|Garden view|Sea view|View•Outdoors:Terrace|Balcony|Garden•Kitchen:Cleaning products|Microwave|Refrigerator•Room Amenities:Sofa bed|Drying rack for clothing|Clothes rack•Pets:Pets are allowed. Charges may be applicable.•Activities:Evening entertainment•Living Area:Dining area|Sofa|Desk•Media & Technology:Computer|TV•Internet:Free!
WiFi is available in all areas and is free of charge.•Parking:Free!
Free private parking is possible on site (reservation is not needed).•Services:Daily maid service|24-hour front desk•Entertainment and family services:Baby safety gates|Child safety socket covers•General:Mosquito net|Tile/Marble floor|Carpeted|Heating|Fan|Ironing Facilities|Air Conditioning|Safety Deposit Box","",14,8.42713736454081,"",76.9610819220542,http://www.booking.com/hotel/in/oceana-homestay.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=17&checkin_year_month=2016-12&checkout_monthday=18&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,1736869,Oceana Homestay,222,"",2016-09-01 11:52:38 +0000,2,Deluxe Double Room,Vijaya Varma Beach Resort,40,7.9,"",http://www.booking.com/,Share,Kerala,f415fd9766136d5156b9a05d187c8044,""
"Trinity House, No. 773, 3rd stage, 3rd cross, Gokulam, 570002 Mysore, India – Great location -",mysore,India,2016-09-01,"","One of our bestsellers in Mysore! Featuring free WiFi, Varsha Enclave- Trinity House is set in Mysore, 4.3 km from Mysore Palace. Brindavan Garden is 11 km from the property. Free private parking is available on site. All units feature a flat-screen TV. Some units have a dining area and/or balcony. There is also a kitchen in some of the units, equipped with an oven and microwave. Every unit features a private bathroom with a bath and free toiletries. Towels are provided. Varsha Enclave- Trinity House also includes a sun terrace. Dodda Gadiyara is 4 km from Varsha Enclave- Trinity House.","Miscellaneous:Air conditioning|Soundproof rooms|Lift|Family rooms•Bathroom:Toilet paper|Linen|Towels|Bath or Shower|Bathroom|Toilet|Free toiletries|Bath|Shower•Bedroom:Wardrobe/Closet•Outdoors:Sun terrace|Balcony|Terrace•Kitchen:Oven|Electric kettle|Kitchen|Washing Machine|Microwave|Refrigerator|Kitchenette•Accessibility:Upper floors accessible by lift•Room Amenities:Clothes rack|Tile/Marble floor|Private entrance|Fan|Ironing Facilities•Services & Extras:Wake-up service•Pets:Pets are not allowed.•Living Area:Dining area|Sofa|Desk•Media & Technology:Flat-screen TV|Satellite Channels|TV•Food & Drink:Breakfast in the room|Room service•Internet:Free!
WiFi is available in public areas and is free of charge.•Parking:Free!
Free private parking is possible on site (reservation is needed).•Transport:Airport shuttle (surcharge)|Car hire•Cleaning services:Daily maid service|Ironing service|Dry cleaning|Laundry","","",12.33602951881561,"",76.63064181804657,http://www.booking.com/hotel/in/varsha-enclave-trinity-house.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=09&checkin_year_month=2016-12&checkout_monthday=10&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,1747929,Varsha Enclave- Trinity House,219,"",2016-09-01 11:52:38 +0000,11,Studio with Balcony,Treebo Golden Castle,5,9.2,Free WiFi:10|Cleanliness:9.5|Location:9.5|Staff:9.5|Comfort:9|Value for money:9|Facilities:8.5,http://www.booking.com/,Share,Karnataka,fc70de8863617ed5c707e35631b95c83,""
"Opp. Vishal Mega Mart, Old Ranipur More, 249407 Haridwār, India – Great location -",haridwār,India,2016-09-01,"","One of our bestsellers in Haridwār! Grand Hotel offers accommodation in Haridwār. Every room at this hotel is air conditioned and features a flat-screen TV. The rooms have a private bathroom equipped with a shower. You will find room service at the property. Mansa Devi Temple is 3.3 km from Grand Hotel, while Har Ki Pauri is 2.8 km from the property. The nearest airport is Jolly Grant Airport, 28 km from the property.","Bathroom:Towels|Bathroom|Toilet|Shower•Bedroom:Wardrobe/Closet•Pets:Pets are not allowed.•Media & Technology:Flat-screen TV|Telephone|TV•Internet:No internet access available.•Parking:Free!
Free public parking is possible on site (reservation is not needed).•Services:Room service•General:Air conditioning|Non-smoking throughout|Fan•Languages spoken:",2-star hotel,26,29.93724304259766,"",78.13998252153397,http://www.booking.com/hotel/in/grand-haridwar.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=09&checkin_year_month=2016-12&checkout_monthday=10&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,1740370,Grand Hotel,204,"",2016-09-01 11:52:38 +0000,8,Deluxe Double Room,Chitra Grand|Nature Care Village|Amraai,37,7,"",http://www.booking.com/,Share,Uttarakhand,1f64ffd8607a0d8c65394690929220fb,""
"Coonoor Road, Beside Eye Hospital, 643001 Ooty, India – Show map",ooty,India,2016-09-01,"","Situated in Ooty, 2.9 km from Ooty Lake, Hotel Blue Bird boasts a restaurant and free WiFi. Guests can enjoy the on-site bar. Free private parking is available on site. Rooms include a TV with satellite channels. Each room has a private bathroom equipped with a bath or shower. There is a 24-hour front desk at the property. The hotel also offers bike hire. Ooty Rose Garden is 700 m from Hotel Blue Bird, while Hebron School Ooty is 1.6 km from the property. Coimbatore International Airport is 55 km away.","Bathroom:Toilet paper|Linen|Towels|Bath or Shower|Bathroom|Toilet|Free toiletries|Shower•Bedroom:Wardrobe/Closet•View:View•Room Amenities:Clothes rack•Pets:Pets are not allowed.•Activities:Bicycle rental•Living Area:Sofa•Media & Technology:Cable Channels|Satellite Channels|Telephone|TV•Food & Drink:Bar|Restaurant•Internet:Free!
WiFi is available in some hotel rooms and is free of charge.•Parking:Free!
Free private parking is possible on site (reservation is not needed).•Services:Wake-up service|Tour desk|Car hire|Laundry|24-hour front desk|Room service•General:Hardwood/Parquet floors|Soundproofing",1-star hotel,"",11.403198149691537,"",76.71464927494526,http://www.booking.com/hotel/in/blue-bird-ooty.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=05&checkin_year_month=2016-12&checkout_monthday=06&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,1745624,Hotel Blue Bird,204,"",2016-09-01 11:52:38 +0000,24,Deluxe Double Room with Bath,"La Flora Amberley Resort, Ooty|The Abode|DiviheritageInn",6,5.8,Cleanliness:6.3|Comfort:6.7|Location:5.4|Facilities:5.8|Staff:5.8|Value for money:5|Free WiFi:2.5,http://www.booking.com/,Share,Tamil Nadu,56d39d34f2697247c00df091dd743c92,""
"At Post Ganpatipule, Prachin Konkan Road, 415615 Ganpatipule, India – Show map",ganpatipule,India,2016-09-01,"",Center Point Residency offers accommodation in Ganpatipule. Guests can enjoy the on-site restaurant. Free private parking is available on site. A TV is offered. There is room service at the property. Bike hire is available at this hotel and the area is popular for cycling. The hotel also offers car hire.,"Bathroom:Toilet•Outdoors:Terrace|Garden•Room Amenities:Drying rack for clothing•Pets:Pets are not allowed.•Activities:Cycling|Bicycle rental•Food & Drink:Breakfast in the room|Restaurant•Internet:WiFi is available in public areas and costs  INR  100 per  24 hours.•Parking:Free!
Free private parking is possible on site (reservation is not needed).•Services:Ticket service|Tour desk|Car hire|Room service•General:Paid WiFi|Non-smoking throughout|Fan|Family rooms|Non-smoking rooms|Newspapers•Languages spoken:",1-star hotel,25,17.14958281231513,"",73.27330067753792,http://www.booking.com/hotel/in/center-point-residency.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=16&checkin_year_month=2016-12&checkout_monthday=17&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,1755130,Center Point Residency,204,"",2016-09-01 11:52:38 +0000,8,Budget Double Room,Yash Garden Residency,21,5.3,"",http://www.booking.com/,Share,Maharashtra,43a188c462d1156ff79fe3e5803ddd0a,""
"NH 49, Kochi - Madurai, Iruttukanam Near Elephant Camp, 685561 Munnar, India – Great location -",munnar,India,2016-09-01,"","One of our top picks in Munnar. Offering a barbecue and children's playground, Mistletoe Homestay & Cafe is situated in Munnar in the Kerala Region. Guests can enjoy the on-site restaurant. Free private parking is available on site. Rooms come with a flat-screen TV with satellite channels. Some rooms have a seating area for your convenience. Each room is fitted with a private bathroom. Mistletoe Homestay & Cafe features free WiFi throughout the property. Bike hire and car hire are available at this homestay and the area is popular for fishing. You can play darts at the homestay. Kochi International Airport is 70 km away.","Bathroom:Toilet paper|Linen|Towels|Towels/Sheets (extra fee)|Bath or Shower|Bathroom|Toilet|Free toiletries|Shower•Bedroom:Wardrobe/Closet|Dressing Room|Extra Long Beds (> 2 metres)•View:Mountain view|View•Outdoors:Sun terrace|BBQ facilities|Balcony•Kitchen:Shared kitchen|Dining table•Room Amenities:Sofa bed|Drying rack for clothing|Clothes rack•Pets:Pets are not allowed.•Activities:Hiking|Library|Bicycle rental|Darts|Children's playground|Fishing•Living Area:Dining area|Sofa|Seating Area|Desk•Media & Technology:Flat-screen TV|Cable Channels|Satellite Channels|TV•Food & Drink:Kid meals|Special diet menus (on request)|Restaurant•Internet:Free!
WiFi is available in all areas and is free of charge.•Parking:Free!
Free private parking is possible on site (reservation is not needed).•Reception services:Private check-in/check-out|Luggage storage|Tour desk|Express check-in/check-out|24-hour front desk•Entertainment and family services:Baby safety gates|Board games/puzzles|Child safety socket covers•Cleaning services:Daily maid service|Ironing service|Laundry•General:Designated smoking area|Non-smoking throughout|Mosquito net|Hardwood/Parquet floors|Tile/Marble floor|Soundproofing|Private entrance|Car hire|Packed lunches|Soundproof rooms|Fan|Facilities for disabled guests|Non-smoking rooms|Room service•Languages spoken:","","",10.0180910562109,"",77.0104949176311,http://www.booking.com/hotel/in/mistletoe-homestay-amp-cafe.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=01&checkin_year_month=2016-12&checkout_monthday=02&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,1748144,Mistletoe Homestay & Cafe,222,"",2016-09-01 11:52:38 +0000,5,Deluxe Double Room with Extra Bed,Green Magic Home,7,9.7,Cleanliness:10|Comfort:9.7|Location:9.3|Facilities:9.7|Staff:10|Value for money:9.7|Free WiFi:7.5,http://www.booking.com/,Share,Kerala,58aa8bba704b4d05937cc02945c497c7,""
"",gurgaon,India,2016-09-01,"","","",5-star hotel,"",28.4527948450018,"",77.0423676073551,http://www.booking.com/hotel/in/bax-by-soulvaas.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=17&checkin_year_month=2016-12&checkout_monthday=18&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,"","",City,"",2016-09-01 11:52:38 +0000,"",Deluxe Double Room with Extra Bed,"","",9.3,"",http://www.booking.com/,"",Haryana,407dd30684b8495e8d858dd35c4a2aad,""
"Keerikara PO,Thekkady keerikara, 685533 Vandiperiyār, India – Show map",vandiperiyār,India,2016-09-01,"",Harithavanam Farm House offers pet-friendly accommodation in Vandiperiyār. Guests can enjoy the on-site restaurant. Free private parking is available on site. Certain rooms have views of the lake or garden. You will find a 24-hour front desk at the property. The area is popular for cycling and fishing.,"Bedroom:Wardrobe/Closet•View:Garden view|Lake view|View•Outdoors:BBQ facilities|Garden•Room Amenities:Drying rack for clothing|Clothes rack•Pets:Free!
Pets are allowed. No extra charges.•Activities:Cycling|Hiking|Fishing•Living Area:Fireplace•Food & Drink:Special diet menus (on request)|Restaurant (à la carte)|Restaurant•Internet:No internet access available.•Parking:Free!
Free private parking is possible on site (reservation is not needed).•Services:Tour desk|Packed lunches|24-hour front desk|Room service•General:Safety deposit box|Fan","",10,9.61258125639404,"",77.0695249558197,http://www.booking.com/hotel/in/harithavanam-farm-house.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=16&checkin_year_month=2016-12&checkout_monthday=17&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,1745587,Harithavanam Farm House,210,"",2016-09-01 11:52:38 +0000,4,Deluxe Room,Chillax Vagamon,41,8.8,"",http://www.booking.com/,Share,Kerala,0fed77f6aba71ad44a2f1e93f6ce2f43,""
"92 Barog, District Solan, National Highway, 173211 Solan, India – Show map",solan,India,2016-09-01,"","One of our bestsellers in Solan! Featuring free WiFi, a restaurant and a barbecue, Ellays Dream Resort offers accommodation in Solan. Guests can enjoy the on-site restaurant. Free private parking is available on site. The rooms include a flat-screen TV. Some units feature a seating area for your convenience. A terrace or balcony are featured in certain rooms. Each room is equipped with a private bathroom fitted with a shower. For your comfort, you will find slippers and free toiletries. There is a 24-hour front desk at the property. You can play billiards at this resort, and car hire is available. The nearest airport is Chandigarh Airport, 36 km from Ellays Dream Resort.","Bathroom:Toilet paper|Linen|Towels|Slippers|Bathroom|Toilet|Free toiletries|Hairdryer|Shower•Bedroom:Wardrobe/Closet•View:City view|View•Outdoors:Sun terrace|Barbecue|BBQ facilities|Balcony|Terrace•Kitchen:Shared kitchen•Room Amenities:Clothes rack•Pets:Pets are not allowed.•Activities:Evening entertainment|Nightclub/DJ|Entertainment staff|Cycling|Billiards•Living Area:Seating Area|Desk•Media & Technology:Flat-screen TV|Satellite Channels|Telephone|Pay-per-view Channels•Food & Drink:Snack bar|Restaurant (à la carte)|Breakfast in the room|Restaurant•Internet:Free!
WiFi is available in all areas and is free of charge.•Parking:Free!
Free private parking is possible on site (reservation is not needed).•Reception services:Lockers|Private check-in/check-out|Concierge service|Luggage storage|Ticket service|Tour desk|Currency exchange|Express check-in/check-out|24-hour front desk•Entertainment and family services:Babysitting/child services•Cleaning services:Daily maid service|Trouser press|Shoeshine|Ironing service|Dry cleaning|Laundry•Business facilities:Fax/photocopying•General:Shared lounge/TV area|Shuttle service (surcharge)|Designated smoking area|Wake-up service|Heating|Tile/Marble floor|Soundproofing|Car hire|Packed lunches|Soundproof rooms|Safety deposit box|VIP room facilities|Family rooms|Facilities for disabled guests|Non-smoking rooms|Newspapers|Room service•Languages spoken:","",18,30.88878834346683,"",77.07588672164309,http://www.booking.com/hotel/in/ellays-dream-resort.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=16&checkin_year_month=2016-12&checkout_monthday=17&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,1756328,Ellays Dream Resort,206,"",2016-09-01 11:52:38 +0000,10,Standard Double Room,Snow Valley Resorts|Hotel Sai|Torrentium Lodge,52,7.5,"",http://www.booking.com/,Share,Himachal Pradesh,6c7f385d9d44f9c30bb2d0a8b33e38fa,""
"8433, Arya Nagar, Street No. 1, Behind Bank Of India, Pahar Ganj, Paharganj, 110055 New Delhi, India – This neighbourhood is a great choice for travellers interested in city trips, sightseeing, and shopping – Check location Show map",new delhi,India,2016-09-01,"","Swisston Inn is located in New Delhi, 2.2 km from the bustling and colourful streets of Chandni Chowk. Guests can enjoy the on-site restaurant. Every room is equipped with a cable TV. Some units feature a seating area for your convenience. Swisston Inn features free WiFi . You will find a 24-hour front desk at the property. Services like laundry and dry cleaning are provided at the property. The hotel also offers car hire. Red Fort is 6.2 km from Swisston Inn, while Feroz Shah Kotla Cricket Stadium is 3.6 km away. The nearest airport is Delhi International Airport, 15.3 km from the property. Paharganj is a great choice for travellers interested in city trips, sightseeing and shopping.","Bathroom:Towels|Towels/Sheets (extra fee)|Bath or Shower|Slippers|Shower•Bedroom:Wardrobe/Closet•Room Amenities:Clothes rack•Pets:Pets are allowed. Charges may be applicable.•Living Area:Desk•Media & Technology:Cable Channels|TV•Food & Drink:Breakfast in the room|Restaurant•Internet:Free!
WiFi is available in the hotel rooms and is free of charge.•Parking:No parking available.•Reception services:Ticket service|Currency exchange|24-hour front desk•Cleaning services:Ironing service|Dry cleaning|Laundry•Business facilities:Fax/photocopying•General:Airport shuttle (surcharge)|Air conditioning|Wake-up service|Tile/Marble floor|Car hire|Interconnected room(s) available|Fan|Family rooms|Newspapers|Room service•Languages spoken:",3-star hotel,10,28.64556080820192,Paharganj,77.21303656697273,http://www.booking.com/hotel/in/swisston-inn-new-delhi.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=03&checkin_year_month=2016-12&checkout_monthday=04&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,1743072,Swisston Inn,204,Paharganj,2016-09-01 11:52:38 +0000,27,Budget Double Room,Hotel Sita International,"","","",http://www.booking.com/,Share,Delhi NCR,39b7cae5995290c5b6ce7943324a6fe6,Paharganj
"Kasturba Road, Near Matheran Market, 410102 Mātherān, India – Great location -",mātherān,India,2016-09-01,"","One of our bestsellers in Mātherān! Hotel Premdeep offers accommodation in Mātherān. Each room at this hotel is air conditioned and comes with a TV. Hotel Premdeep features free WiFi throughout the property. You will find a tour desk at the property. Mumbai is 47 km from Hotel Premdeep, while Lonavala is 29 km from the property. Chhatrapati Shivaji International Mumbai Airport is 44 km away.","Outdoors:Garden•Pets:Pets are not allowed.•Internet:Free!
WiFi is available in all areas and is free of charge.•Parking:No parking available.•Services:Tour desk•General:Air conditioning",2-star hotel,"",18.98533639180339,"",73.26979637145996,http://www.booking.com/hotel/in/premdeep.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=09&checkin_year_month=2016-12&checkout_monthday=10&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,1756188,Hotel Premdeep,204,"",2016-09-01 11:52:38 +0000,15,Deluxe Single Room,Nakshatra Residency,7,7.9,Cleanliness:7.5|Comfort:7.5|Location:8.6|Facilities:7.9|Staff:8.2|Value for money:7.5,http://www.booking.com/,Share,Maharashtra,e914e1fc861cfaf9fba1d19746b10074,""
"Sun Acre Ketti-Palada Road, 643215 Ketti, India – Show map",ketti,India,2016-09-01,"","Featuring free WiFi, The Clive and Curzon offers pet-friendly accommodation in Ketti, 48 km from Coimbatore. Free private parking is available on site. Some rooms include a seating area to relax in after a busy day. You will find a kettle in the room. Every room has a private bathroom fitted with a bath or shower. For your comfort, you will find slippers, free toiletries and a hairdryer. There is a 24-hour front desk at the property. The bed and breakfast also offers car hire. The nearest airport is Coimbatore International Airport, 50 km from the property.","Bathroom:Toilet paper|Linen|Towels|Towels/Sheets (extra fee)|Bath or Shower|Slippers|Bathroom|Toilet|Free toiletries|Hairdryer|Shower•Bedroom:Wardrobe/Closet•View:View•Outdoors:Garden•Kitchen:Electric kettle•Pets:Free!
Pets are allowed on request. No extra charges.•Living Area:Desk•Food & Drink:Special diet menus (on request)|Breakfast in the room|Tea/Coffee Maker•Internet:Free!
WiFi is available in public areas and is free of charge.•Parking:Free!
Free private parking is possible on site (reservation is not needed).•Services:Shared lounge/TV area•Reception services:24-hour front desk•Entertainment and family services:Books, DVDs or music for children|Board games/puzzles•Cleaning services:Daily maid service|Ironing service|Laundry•General:Airport shuttle (surcharge)|Designated smoking area|Wake-up service|Hardwood/Parquet floors|Heating|Tile/Marble floor|Soundproofing|Private entrance|Car hire|Soundproof rooms|VIP room facilities|Fan|Ironing Facilities|Non-smoking rooms|Newspapers|Room service•Languages spoken:","",20,11.362699364160209,"",76.72899641096592,http://www.booking.com/hotel/in/the-clive-and-curzon.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=03&checkin_year_month=2016-12&checkout_monthday=04&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,1755967,The Clive and Curzon,208,"",2016-09-01 11:52:38 +0000,16,Superior Queen Room,Hanging Huts Resorts|The Gateway Hotel Coonoor|Hill Country Lovedale,110,7.2,"",http://www.booking.com/,Share,Tamil Nadu,4fe768fd574314004e274e435b0d4f8e,""
